0, 1
1, 1
2, 1
3, 1
4, 1
5, 1
6, 1
7, 1
8, 1
9, 1
10, 1
11, 1
12, 1
13, 1
14, 2
15, 2
16, 3
17, 4
18, 4
19, 4
20, 5
21, 5
22, 5
23, 5
24, 5
25, 5
26, 5
27, 6
28, 6
29, 6
30, 6
31, 6
32, 6
33, 6
34, 6
35, 6
36, 6
37, 6
38, 6
39, 6
40, 6
41, 6
42, 6
43, 7
44, 7
45, 8
46, 8
47, 8
48, 8
49, 8
50, 9
51, 10
52, 10
53, 10
54, 10
55, 10
56, 10
57, 10
58, 10
59, 10
60, 10
61, 10
62, 11
63, 11
64, 11
65, 11
66, 12
67, 12
68, 12
69, 14
70, 15
71, 15
72, 15
73, 16
74, 17
75, 17
76, 17
77, 17
78, 18
79, 19
80, 20
81, 22
82, 22
83, 22
84, 22
85, 23
86, 23
87, 23
88, 24
89, 26
90, 26
91, 28
92, 28
93, 28
94, 29
95, 30
96, 32
97, 33
98, 34
99, 34
100, 34
101, 36
102, 37
103, 37
104, 37
105, 38
106, 38
107, 40
108, 42
109, 43
110, 44
111, 45
112, 46
113, 49
114, 52
115, 53
116, 53
117, 57
118, 57
119, 58
120, 59
121, 62
122, 63
123, 63
124, 65
125, 65
126, 67
127, 68
128, 70
129, 72
130, 73
131, 76
132, 81
133, 81
134, 84
135, 86
136, 87
137, 87
138, 89
139, 90
140, 92
141, 95
142, 96
143, 100
144, 104
145, 104
146, 106
147, 110
148, 110
149, 110
150, 112
151, 115
152, 121
153, 125
154, 128
155, 132
156, 134
157, 138
158, 142
159, 148
160, 150
161, 152
162, 155
163, 159
164, 162
165, 168
166, 172
167, 176
168, 180
169, 191
170, 197
171, 203
172, 204
173, 213
174, 221
175, 226
176, 231
177, 239
178, 246
179, 252
180, 253
181, 256
182, 261
183, 270
184, 273
185, 276
186, 281
187, 293
188, 298
189, 308
190, 313
191, 323
192, 333
193, 337
194, 340
195, 346
196, 353
197, 357
198, 364
199, 373
200, 380
201, 390
202, 401
203, 409
204, 417
205, 427
206, 436
207, 444
208, 450
209, 461
210, 468
211, 479
212, 485
213, 492
214, 496
215, 507
216, 513
217, 519
218, 526
219, 530
220, 540
221, 543
222, 556
223, 564
224, 575
225, 578
226, 584
227, 593
228, 597
229, 607
230, 614
231, 622
232, 626
233, 632
234, 637
235, 644
236, 652
237, 656
238, 663
239, 669
240, 676
241, 680
242, 686
243, 697
244, 704
245, 711
246, 718
247, 722
248, 727
249, 736
250, 739
251, 746
252, 752
253, 761
254, 769
255, 773
256, 782
257, 783
258, 788
259, 794
260, 800
261, 808
262, 813
263, 818
264, 822
265, 827
266, 836
267, 838
268, 841
269, 844
270, 846
271, 851
272, 854
273, 857
274, 861
275, 862
276, 867
277, 871
278, 873
279, 878
280, 881
281, 885
282, 888
283, 891
284, 894
285, 897
286, 899
287, 901
288, 903
289, 905
290, 905
291, 907
292, 908
293, 911
294, 916
295, 920
296, 922
297, 927
298, 928
299, 929
300, 930
301, 930
302, 932
303, 937
304, 938
305, 938
306, 940
307, 940
308, 944
309, 946
310, 947
311, 948
312, 950
313, 951
314, 951
315, 955
316, 956
317, 957
318, 957
319, 960
320, 963
321, 965
322, 965
323, 966
324, 967
325, 967
326, 967
327, 969
328, 971
329, 973
330, 974
331, 974
332, 974
333, 974
334, 974
335, 974
336, 976
337, 976
338, 976
339, 976
340, 976
341, 976
342, 976
343, 978
344, 978
345, 980
346, 980
347, 980
348, 980
349, 982
350, 983
351, 984
352, 984
353, 985
354, 985
355, 985
356, 985
357, 986
358, 987
359, 987
360, 988
361, 988
362, 988
363, 988
364, 988
365, 988
366, 988
367, 988
368, 988
369, 988
370, 988
371, 988
372, 988
373, 988
374, 989
375, 989
376, 989
377, 989
378, 990
379, 990
380, 990
381, 990
382, 991
383, 991
384, 992
385, 992
386, 992
387, 992
388, 992
389, 992
390, 992
391, 992
392, 992
393, 992
394, 993
395, 993
396, 993
397, 993
398, 993
399, 993
400, 993
401, 993
402, 993
403, 993
404, 993
405, 993
406, 993
407, 994
408, 994
409, 995
410, 995
411, 995
412, 995
413, 995
414, 995
415, 995
416, 995
417, 995
418, 997
419, 997
420, 997
421, 997
422, 997
423, 997
424, 997
425, 997
426, 997
427, 997
428, 997
429, 997
430, 997
431, 997
432, 997
433, 997
434, 997
435, 997
436, 997
437, 997
438, 997
439, 997
440, 997
441, 997
442, 997
443, 997
444, 997
445, 997
446, 997
447, 997
448, 997
449, 997
450, 997
451, 997
452, 997
453, 997
454, 997
455, 997
456, 997
457, 998
458, 999
459, 999
460, 999
461, 999
462, 999
463, 999
464, 999
465, 999
466, 999
467, 999
468, 999
469, 999
470, 999
471, 999
472, 999
473, 999
474, 999
475, 999
476, 999
477, 999
478, 999
479, 999
480, 999
481, 999
482, 999
483, 999
484, 999
485, 999
486, 999
487, 999
488, 999
489, 999
490, 999
491, 999
492, 999
493, 999
494, 999
495, 999
496, 999
497, 999
498, 999
499, 999
500, 999
501, 999
502, 999
503, 999
504, 999
505, 999
506, 999
507, 999
508, 999
509, 999
510, 999
511, 999
512, 999
513, 999
514, 999
515, 999
516, 999
517, 999
518, 999
519, 999
520, 999
521, 999
522, 999
523, 999
524, 999
525, 999
526, 1000
