0, 1
1, 2
2, 5
3, 7
4, 9
5, 10
6, 11
7, 12
8, 14
9, 16
10, 17
11, 18
12, 19
13, 19
14, 20
15, 20
16, 20
17, 20
18, 21
19, 22
20, 24
21, 26
22, 28
23, 30
24, 30
25, 31
26, 33
27, 34
28, 36
29, 40
30, 40
31, 42
32, 45
33, 47
34, 49
35, 50
36, 51
37, 52
38, 54
39, 55
40, 57
41, 60
42, 62
43, 64
44, 68
45, 73
46, 81
47, 89
48, 97
49, 103
50, 108
51, 112
52, 119
53, 130
54, 139
55, 153
56, 160
57, 173
58, 182
59, 186
60, 193
61, 197
62, 200
63, 206
64, 214
65, 220
66, 233
67, 249
68, 271
69, 291
70, 310
71, 321
72, 331
73, 339
74, 342
75, 346
76, 353
77, 360
78, 380
79, 400
80, 428
81, 456
82, 484
83, 498
84, 512
85, 523
86, 530
87, 542
88, 554
89, 567
90, 575
91, 587
92, 591
93, 594
94, 598
95, 604
96, 609
97, 622
98, 635
99, 651
100, 668
101, 685
102, 706
103, 725
104, 740
105, 750
106, 761
107, 769
108, 779
109, 789
110, 806
111, 818
112, 827
113, 837
114, 844
115, 855
116, 864
117, 872
118, 881
119, 887
120, 889
121, 890
122, 891
123, 894
124, 899
125, 905
126, 911
127, 918
128, 924
129, 928
130, 932
131, 937
132, 947
133, 954
134, 961
135, 966
136, 973
137, 979
138, 980
139, 980
140, 980
141, 980
142, 980
143, 980
144, 980
145, 980
146, 980
147, 980
148, 980
149, 980
150, 980
151, 980
152, 980
153, 980
154, 980
155, 980
156, 980
157, 980
158, 981
159, 981
160, 983
161, 986
162, 988
163, 988
164, 990
165, 990
166, 990
167, 990
168, 990
169, 990
170, 990
171, 990
172, 990
173, 990
174, 990
175, 990
176, 990
177, 990
178, 990
179, 990
180, 990
181, 990
182, 990
183, 990
184, 990
185, 990
186, 990
187, 990
188, 990
189, 990
190, 990
191, 990
192, 990
193, 990
194, 991
195, 992
196, 993
197, 995
198, 997
199, 998
200, 999
201, 999
202, 999
203, 999
204, 1000
